,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
785,Bachelors,2017,1.0,3,25,1,0,3,1
788,Masters,2015,0.5,3,28,0,0,3,0
792,Bachelors,2013,0.5,2,26,0,0,4,1
794,Bachelors,2013,0.0,3,28,0,1,3,0
800,Bachelors,2012,0.5,2,25,1,0,3,1
802,Bachelors,2017,1.0,3,27,0,0,5,1
805,Bachelors,2015,0.5,2,24,0,1,2,1
806,Bachelors,2017,1.0,3,24,0,1,2,0
810,Bachelors,2017,0.0,2,25,0,0,3,0
812,Bachelors,2016,0.0,3,28,0,1,3,0
814,Masters,2017,0.5,2,25,1,0,3,1
815,Masters,2017,1.0,2,25,0,1,3,1
816,Bachelors,2017,1.0,3,24,0,0,2,1
818,Bachelors,2018,1.0,3,24,1,1,2,1
819,Bachelors,2016,0.0,3,28,1,0,1,0
820,Masters,2017,0.0,2,24,1,0,2,1
823,Bachelors,2017,1.0,3,24,1,0,2,1
824,Masters,2014,0.0,3,25,0,0,3,1
827,Bachelors,2017,1.0,3,28,1,0,2,1
828,Bachelors,2012,1.0,3,28,1,1,3,1
829,Bachelors,2012,0.5,3,28,0,0,2,0
831,PHD,2016,0.0,3,24,0,0,2,0
832,Masters,2017,0.0,2,27,0,0,5,1
833,Masters,2013,0.0,2,27,0,0,5,1
834,Bachelors,2015,1.0,3,26,0,0,4,0
835,Masters,2015,0.0,3,28,0,0,1,1
838,Bachelors,2015,1.0,3,26,0,0,4,1
839,Bachelors,2012,0.5,3,24,1,0,2,0
842,Bachelors,2013,0.0,3,24,1,0,2,0
848,Bachelors,2013,0.5,2,27,0,0,5,1
851,Masters,2017,0.0,2,26,1,0,4,1
852,Bachelors,2013,0.5,2,25,1,1,3,1
854,Bachelors,2013,0.5,3,26,0,1,4,0
860,Bachelors,2015,1.0,3,27,1,0,5,1
861,Bachelors,2015,1.0,3,24,1,0,2,1
870,Bachelors,2012,0.0,3,26,0,1,4,0
871,Masters,2014,1.0,3,27,1,0,5,1
872,Masters,2017,0.0,2,26,1,0,4,0
875,Masters,2014,0.0,3,25,1,0,3,0
878,Bachelors,2017,1.0,2,27,1,0,5,0
881,Bachelors,2014,1.0,3,26,1,0,4,1
887,Bachelors,2017,1.0,1,27,1,0,5,0
890,Bachelors,2017,0.5,3,28,1,0,3,0
895,Bachelors,2017,0.0,3,27,1,0,5,0
897,Masters,2017,0.0,2,26,0,0,4,1
903,Bachelors,2014,1.0,3,28,1,0,3,0
905,Masters,2017,1.0,3,28,1,0,1,1
907,Bachelors,2017,1.0,3,28,1,1,1,0
909,Bachelors,2013,0.5,3,24,0,0,2,0
910,Bachelors,2018,0.0,3,25,0,0,3,1
911,Bachelors,2014,1.0,3,24,0,0,2,0
913,Masters,2013,0.0,1,24,0,0,2,0
914,Masters,2013,0.0,1,24,1,1,2,1
920,PHD,2018,0.0,3,24,0,0,2,1
921,Bachelors,2015,0.5,3,28,1,0,1,0
923,PHD,2015,0.5,2,28,0,0,1,0
924,Bachelors,2018,1.0,3,25,1,1,3,1
926,Bachelors,2015,1.0,3,27,0,0,5,1
929,Masters,2012,0.0,3,28,1,0,2,0
932,Bachelors,2012,0.0,2,27,0,0,5,1
934,Bachelors,2018,1.0,3,25,0,0,3,1
935,Masters,2018,0.5,3,27,1,0,5,1
938,Masters,2017,1.0,2,28,1,1,2,1
940,Bachelors,2017,0.5,3,28,0,0,1,0
942,Bachelors,2014,0.0,3,26,0,0,4,0
944,Bachelors,2017,0.0,3,26,0,0,4,0
947,Bachelors,2012,1.0,3,25,0,1,3,0
948,Bachelors,2017,1.0,3,25,1,1,3,0
949,Bachelors,2013,1.0,3,28,0,0,1,1
950,Bachelors,2013,0.5,3,24,0,0,2,1
952,Masters,2017,0.0,3,25,1,0,3,1
954,Masters,2017,0.5,2,28,1,0,3,0
956,Masters,2017,0.5,2,24,0,0,2,0
957,Masters,2015,0.5,1,26,0,0,4,0
958,Masters,2013,0.5,3,26,1,0,4,0
961,PHD,2016,1.0,3,27,1,0,5,0
967,Masters,2018,0.0,3,25,0,0,3,1
969,PHD,2013,0.0,3,26,1,0,4,0
970,Bachelors,2015,0.0,3,28,0,0,3,0
972,Masters,2018,0.0,1,26,0,0,4,1
973,Bachelors,2013,0.5,2,24,0,0,2,1
975,PHD,2016,0.5,1,25,0,0,3,1
976,Bachelors,2014,0.5,3,26,1,0,4,1
978,Bachelors,2013,0.5,3,28,0,0,2,1
979,Bachelors,2016,1.0,1,27,0,0,5,0
980,Bachelors,2014,0.0,3,24,1,0,2,0
984,Bachelors,2015,1.0,3,25,0,0,3,0
988,Masters,2016,1.0,3,26,0,0,4,1
992,Bachelors,2013,0.5,3,26,1,1,4,0
997,Bachelors,2016,0.0,3,28,0,0,5,0
998,Bachelors,2015,1.0,3,28,1,0,5,0
1000,Bachelors,2013,0.0,3,26,0,0,4,0
1002,Masters,2017,0.0,3,28,0,0,3,0
1005,Bachelors,2012,0.0,3,24,0,0,2,1
1006,Masters,2015,0.5,1,24,1,0,2,0
1008,Bachelors,2017,0.0,3,24,0,0,2,1
1009,Bachelors,2014,1.0,3,28,1,0,1,1
1014,Masters,2015,0.0,3,24,1,0,2,1
1017,Bachelors,2017,1.0,1,24,1,0,2,0
1018,Bachelors,2014,0.0,3,27,0,0,5,1
1023,Bachelors,2013,0.5,1,27,0,0,5,1
1027,Bachelors,2014,1.0,3,28,0,0,1,0
1030,Bachelors,2015,1.0,3,24,1,1,2,1
1031,Masters,2017,0.5,2,25,0,0,3,1
1033,Bachelors,2016,1.0,3,28,1,0,3,1
1036,Bachelors,2015,1.0,3,28,1,0,4,0
1037,Masters,2014,0.5,3,26,1,0,4,1
1041,Masters,2013,0.0,1,24,0,0,2,1
1045,Bachelors,2016,0.5,2,28,0,0,4,1
1046,Bachelors,2012,1.0,3,28,1,0,1,0
1047,Bachelors,2017,0.0,3,25,0,0,3,0
1049,Bachelors,2012,0.5,1,27,0,0,5,1
1053,Bachelors,2013,1.0,3,25,0,0,3,1
1058,Bachelors,2016,1.0,3,28,1,1,4,0
1059,Bachelors,2014,1.0,3,26,0,0,4,0
1062,Bachelors,2016,0.0,3,26,1,0,4,0
1064,Bachelors,2014,1.0,3,27,0,1,5,1
1066,PHD,2015,0.0,2,24,0,0,2,0
1069,PHD,2015,0.5,1,25,0,0,3,1
1071,Bachelors,2013,1.0,3,25,0,0,3,0
1072,Bachelors,2014,1.0,3,24,1,1,2,0
1073,Masters,2018,0.0,3,26,1,1,4,1
1076,Masters,2012,0.0,3,28,1,1,2,0
1079,PHD,2018,0.0,3,27,0,0,5,1
1082,Bachelors,2012,1.0,3,28,1,0,5,0
1085,Masters,2018,0.5,3,24,1,0,2,1
1090,Bachelors,2018,0.5,2,27,0,0,5,1
1091,Masters,2014,0.0,3,28,0,0,4,0
1092,Masters,2017,0.0,3,25,0,0,3,0
1093,Masters,2017,1.0,3,26,0,0,4,0
1096,Masters,2017,0.0,1,26,0,0,4,0
1098,Bachelors,2012,0.0,3,28,1,0,3,0
1101,Bachelors,2013,1.0,3,28,0,0,4,1
1102,Masters,2012,0.0,3,27,1,1,5,1
1103,Bachelors,2017,0.5,2,24,1,0,2,0
1104,Masters,2017,0.0,3,25,0,0,3,1
1105,Bachelors,2018,1.0,3,25,0,1,3,1
1107,Masters,2017,0.0,3,28,1,0,2,0
1110,Bachelors,2014,0.5,3,24,0,0,2,1
1115,Bachelors,2015,1.0,3,28,0,0,3,0
1116,Bachelors,2013,1.0,3,28,1,0,3,1
1122,Bachelors,2015,0.0,2,25,0,0,3,1
1125,Bachelors,2012,0.0,3,26,1,0,4,0
1126,Bachelors,2013,1.0,3,28,1,0,0,0
1127,Bachelors,2012,0.5,3,28,1,0,5,0
1129,Bachelors,2016,1.0,1,26,1,0,4,0
1130,Masters,2017,0.0,2,28,0,1,2,1
1134,Bachelors,2014,0.5,3,27,1,0,5,1
1135,Bachelors,2016,0.5,2,26,0,0,4,1
1136,Bachelors,2018,1.0,3,27,0,1,5,1
1137,Bachelors,2012,0.5,3,28,1,0,4,0
1141,Bachelors,2012,0.0,1,27,0,0,5,0
1147,Masters,2012,0.0,3,24,1,0,2,0
1148,Bachelors,2013,0.0,2,25,0,0,3,1
1151,Masters,2013,0.5,3,25,1,1,3,1
1153,Bachelors,2015,0.5,3,24,0,0,2,1
1155,Masters,2012,0.0,3,26,0,0,4,1
1159,Bachelors,2016,0.5,2,28,0,0,0,1
1160,Bachelors,2012,0.0,3,24,1,0,2,0
1161,Bachelors,2015,0.0,3,28,1,0,1,0
1163,Masters,2017,0.5,2,28,0,0,4,0
1167,Bachelors,2016,1.0,3,28,0,0,5,0
1169,Bachelors,2015,1.0,3,28,0,0,5,0
1172,Bachelors,2015,1.0,1,24,1,0,2,0
1175,Bachelors,2015,0.5,3,28,0,0,4,1
1176,Masters,2017,1.0,2,24,0,1,2,1
1179,Bachelors,2014,0.0,3,26,0,0,4,1
1181,Masters,2013,0.5,2,28,1,0,5,1
1182,Bachelors,2013,0.0,1,28,0,0,5,1
1184,Masters,2015,0.0,3,28,1,0,2,0
1188,Bachelors,2014,0.5,3,27,0,0,5,1
1189,Masters,2018,0.0,3,24,1,0,2,1
1196,Bachelors,2018,1.0,3,26,1,1,4,1
1202,Masters,2017,0.0,3,24,0,0,2,0
1208,Bachelors,2017,0.5,3,25,1,1,3,1
1210,Bachelors,2013,0.5,3,27,1,1,5,1
1211,Bachelors,2016,1.0,3,26,0,0,4,1
1216,Masters,2017,1.0,2,28,1,0,2,0
1220,Masters,2017,0.0,2,28,1,0,3,0
1221,Bachelors,2015,1.0,3,26,0,1,4,0
1225,Masters,2018,0.5,3,28,1,0,2,1
1229,PHD,2016,0.0,3,27,1,0,5,0
1231,Bachelors,2015,0.0,3,28,0,0,2,0
1244,PHD,2015,0.5,3,28,1,0,0,0
1246,Bachelors,2016,1.0,3,28,1,0,5,0
1251,Bachelors,2014,0.0,3,26,1,0,4,0
1253,Bachelors,2016,0.5,3,24,1,1,2,0
1255,Bachelors,2013,0.5,2,28,0,0,2,1
1256,Masters,2017,1.0,2,24,1,0,2,1
1258,Masters,2015,0.5,2,24,0,0,2,1
1263,Bachelors,2016,1.0,1,25,0,0,3,0
1264,PHD,2014,1.0,1,25,0,0,3,0
1268,Bachelors,2014,0.0,3,28,1,0,5,0
1273,Masters,2013,0.0,3,28,1,0,2,1
1275,Masters,2015,0.0,2,26,0,0,4,0
1276,Bachelors,2016,0.0,3,27,1,0,5,0
1278,Masters,2017,0.5,3,24,0,0,2,0
1280,Bachelors,2015,0.5,3,27,0,0,5,1
1281,Bachelors,2017,0.0,2,28,1,0,0,0
1283,Bachelors,2012,0.5,3,24,1,0,2,1
1284,Masters,2016,0.0,3,25,1,0,3,1
1288,Bachelors,2014,0.0,3,25,1,0,3,0
1292,Bachelors,2014,1.0,1,26,1,0,4,0
1296,Bachelors,2017,0.5,2,26,1,0,4,0
1297,Bachelors,2015,1.0,3,28,1,0,0,0
1299,Bachelors,2013,0.5,3,28,0,1,3,1
1302,Bachelors,2012,0.0,3,28,0,0,4,0
1312,Bachelors,2017,0.5,3,25,0,0,3,1
1313,Bachelors,2014,0.0,3,28,0,1,2,0
1316,Bachelors,2012,1.0,3,27,0,1,5,0
1318,Bachelors,2016,1.0,2,25,1,0,3,1
1319,Bachelors,2016,1.0,3,28,0,0,4,0
1325,Bachelors,2012,0.0,3,25,0,0,3,0
1326,PHD,2017,0.0,3,27,0,0,5,0
1331,Bachelors,2012,0.0,3,27,1,0,5,0
1332,Bachelors,2012,0.5,3,25,0,0,3,1
1333,Masters,2015,0.0,3,27,0,0,5,0
1338,Bachelors,2018,0.0,3,26,0,0,4,1
1343,PHD,2012,0.0,3,28,0,0,1,0
1346,Bachelors,2013,1.0,3,28,0,0,0,1
1349,Bachelors,2015,1.0,1,24,0,0,2,1
1351,Masters,2014,0.5,3,27,1,0,5,0
1353,Masters,2017,0.0,1,25,0,0,3,0
1354,Masters,2012,0.5,3,28,1,0,0,1
1355,Masters,2012,0.0,3,28,1,0,2,1
1358,Masters,2017,0.0,3,28,1,0,5,0
1360,Masters,2015,1.0,3,28,1,0,1,1
1366,Bachelors,2018,0.0,3,28,0,0,0,1
1368,PHD,2012,0.5,3,27,1,0,5,0
1374,Bachelors,2018,1.0,3,26,0,1,4,1
1378,PHD,2018,1.0,3,27,0,0,5,1
1380,Bachelors,2015,0.0,1,26,0,0,4,1
1391,Bachelors,2014,1.0,3,26,0,0,4,1
1394,Bachelors,2017,0.5,2,28,1,0,1,1
1398,Bachelors,2013,0.0,3,25,0,1,3,1
1399,Bachelors,2017,1.0,1,28,0,0,3,0
1401,Bachelors,2015,0.0,3,27,1,0,5,0
1402,Masters,2013,0.5,2,28,1,0,2,1
1405,Masters,2016,0.0,3,25,1,0,3,0
1406,Bachelors,2017,1.0,3,28,0,1,5,0
1408,Bachelors,2012,1.0,1,27,1,0,5,1
1413,Bachelors,2015,0.5,3,28,0,1,5,1
1414,Bachelors,2015,1.0,3,26,1,0,4,1
1415,Masters,2015,0.5,2,26,0,1,4,1
1416,Masters,2015,0.5,3,25,1,0,3,1
1417,Bachelors,2016,0.5,3,27,0,0,5,1
1419,Bachelors,2018,0.5,3,26,1,1,4,1
1426,Bachelors,2017,1.0,3,27,1,0,5,1
1428,Bachelors,2018,0.0,3,28,0,0,5,1
1429,Bachelors,2015,1.0,3,28,1,0,0,1
1430,Bachelors,2016,0.0,3,28,0,0,3,0
1433,Masters,2018,0.0,3,28,1,0,2,1
1436,Bachelors,2017,0.0,2,28,0,0,0,0
1438,Bachelors,2012,1.0,3,28,1,0,2,0
1440,Bachelors,2016,1.0,1,24,1,0,2,0
1441,Bachelors,2016,0.5,3,27,1,0,5,0
1445,Bachelors,2018,0.5,3,25,0,0,3,1
1447,Bachelors,2015,0.5,3,24,1,1,2,0
1448,Bachelors,2013,1.0,3,24,0,0,2,1
1449,Bachelors,2013,0.5,2,28,1,1,0,1
1458,Masters,2018,1.0,3,28,1,0,2,1
1461,Bachelors,2016,0.0,3,28,1,0,0,0
1465,Bachelors,2012,1.0,1,27,1,0,5,0
1466,Bachelors,2017,1.0,3,28,0,0,5,0
1469,Bachelors,2017,0.5,2,28,1,0,0,1
1473,Bachelors,2015,1.0,2,28,0,0,3,1
1475,Bachelors,2013,1.0,3,25,1,1,3,1
1482,Masters,2017,0.5,2,25,0,0,3,0
1484,Bachelors,2014,1.0,3,27,1,1,5,0
1486,Bachelors,2018,0.5,3,24,1,0,2,1
1491,Bachelors,2015,0.0,2,27,0,1,5,1
1493,Masters,2017,0.0,3,27,0,0,5,1
1496,Bachelors,2018,0.5,3,27,0,0,5,1
1499,PHD,2013,0.0,3,27,0,0,5,1
1505,Bachelors,2014,0.5,3,27,1,1,5,0
1510,Masters,2013,1.0,3,26,0,0,4,1
1520,Bachelors,2017,0.0,3,28,0,0,0,0
1521,PHD,2016,0.0,3,27,0,0,5,0
1522,Masters,2014,1.0,3,28,0,0,4,1
1525,Masters,2015,0.0,3,28,1,0,0,0
1531,Bachelors,2013,0.5,1,26,0,0,4,1
1533,Masters,2017,0.0,3,28,1,0,0,0
1534,Bachelors,2012,1.0,3,28,0,0,1,0
1538,Bachelors,2018,0.0,3,24,0,0,2,1
1546,Bachelors,2018,0.5,3,24,1,1,2,1
1563,Bachelors,2018,0.5,2,28,0,0,5,1
1570,Bachelors,2013,1.0,1,24,1,0,2,0
1571,Bachelors,2012,1.0,1,28,1,0,3,0
1572,Bachelors,2016,0.5,2,28,0,0,3,1
1575,Bachelors,2017,0.5,2,28,1,0,3,0
1576,Bachelors,2017,1.0,3,25,0,0,3,1
1578,Masters,2013,0.0,3,25,1,0,3,1
1582,Bachelors,2017,1.0,3,28,1,0,1,1
1585,Bachelors,2015,0.5,1,24,0,0,2,1
1586,Masters,2013,0.0,3,24,0,1,2,1
1592,Bachelors,2014,0.5,2,28,0,0,3,1
1597,Bachelors,2015,0.5,2,28,0,0,5,1
1599,Bachelors,2016,0.0,3,26,0,0,4,0
1604,Bachelors,2015,1.0,1,27,1,0,5,0
1617,PHD,2018,0.5,3,26,1,0,4,1
1619,Bachelors,2014,1.0,3,28,1,0,0,0
1620,Masters,2015,0.5,3,26,0,0,4,0
1621,Bachelors,2016,1.0,3,27,1,0,5,1
1622,Bachelors,2016,0.0,3,28,0,0,4,0
1624,Masters,2015,1.0,2,27,0,0,5,1
1625,Masters,2017,0.5,1,28,1,0,0,0
1626,Masters,2015,0.0,3,28,0,0,2,0
1627,Bachelors,2017,1.0,3,26,1,0,4,1
1628,Bachelors,2017,0.5,3,28,0,0,4,1
1631,Masters,2015,0.5,2,27,0,0,5,0
1633,Bachelors,2013,1.0,3,28,0,0,1,0
1635,Bachelors,2012,1.0,3,28,0,0,2,1
1638,PHD,2018,0.0,3,26,1,0,4,1
1640,Bachelors,2018,0.5,3,28,1,0,2,1
1642,Bachelors,2013,0.0,3,26,1,0,4,0
1643,Bachelors,2013,1.0,3,28,1,1,1,0
1659,PHD,2016,0.0,1,26,1,0,4,0
1661,Bachelors,2017,1.0,2,28,0,0,1,0
1663,Masters,2014,0.0,3,25,0,0,3,0
1665,Bachelors,2014,1.0,3,28,1,0,5,0
1668,Bachelors,2016,1.0,3,28,1,1,0,0
1676,PHD,2017,0.5,3,27,1,0,5,0
1679,Masters,2017,1.0,3,25,1,0,3,0
1680,Masters,2017,1.0,1,26,1,0,4,0
1687,Masters,2012,0.5,3,26,1,0,4,1
1688,PHD,2016,1.0,3,25,1,0,3,0
1690,Bachelors,2017,0.0,2,25,1,0,3,1
1691,Bachelors,2015,0.0,3,27,0,0,5,0
1696,Masters,2017,0.5,2,25,1,0,3,0
1697,Masters,2014,1.0,3,24,0,0,2,0
1698,Bachelors,2014,0.5,3,28,0,0,2,1
1701,Bachelors,2014,0.5,2,28,0,0,0,1
1702,Bachelors,2017,0.0,3,25,0,1,3,0
1707,Masters,2017,1.0,2,26,1,0,4,1
1710,Bachelors,2014,0.0,3,27,0,0,5,0
1711,Bachelors,2017,1.0,3,28,1,0,5,0
1712,Bachelors,2015,1.0,1,24,0,0,2,0
1716,Bachelors,2016,0.5,3,28,0,0,4,1
1718,Bachelors,2015,0.5,3,27,0,1,5,1
1731,Masters,2016,0.0,3,25,0,0,3,0
1732,Bachelors,2012,0.5,3,24,1,1,2,0
1736,Bachelors,2013,1.0,1,24,0,0,2,1
1737,PHD,2017,0.5,3,28,1,0,1,0
1741,Bachelors,2016,0.0,3,28,1,0,4,0
1746,Bachelors,2013,0.0,3,24,0,0,2,0
1747,Masters,2017,0.0,3,26,1,0,4,1
1748,Bachelors,2014,0.5,2,27,1,0,5,0
1749,Masters,2013,1.0,3,25,1,0,3,1
1750,Masters,2012,0.0,3,27,0,0,5,1
1751,Masters,2017,1.0,2,25,1,0,3,0
1752,Bachelors,2012,0.0,3,28,1,0,5,0
1754,Bachelors,2017,0.0,3,28,0,0,4,0
1755,Bachelors,2016,0.5,3,27,1,0,5,1
1757,PHD,2014,1.0,3,28,0,0,0,0
1761,Bachelors,2013,1.0,2,24,0,0,2,1
1764,Bachelors,2013,0.0,1,25,0,0,3,1
1766,Masters,2017,0.0,3,28,1,0,1,1
1770,Bachelors,2017,1.0,3,27,0,1,5,0
1771,Masters,2017,0.0,1,26,0,0,4,1
1772,Masters,2017,1.0,2,26,0,0,4,0
1774,Masters,2014,0.0,1,25,0,0,3,0
1779,Masters,2012,0.0,3,25,1,0,3,1
1781,Bachelors,2014,1.0,1,25,1,0,3,0
1783,Bachelors,2013,0.5,3,28,1,0,0,0
1785,Bachelors,2014,0.5,1,28,0,0,3,1
1787,Masters,2013,0.0,3,28,0,0,2,0
1788,Masters,2017,1.0,2,27,0,0,5,1
1795,Masters,2017,0.0,2,28,0,0,3,0
1798,Masters,2015,1.0,3,27,0,0,5,0
1799,Masters,2017,0.5,3,27,0,0,5,1
1808,Masters,2014,1.0,3,28,0,0,3,1
1811,Bachelors,2015,0.5,2,28,0,0,4,1
1816,Bachelors,2017,1.0,3,28,0,0,3,1
1819,Bachelors,2016,1.0,3,25,1,1,3,1
1821,Masters,2017,1.0,2,24,0,0,2,0
1824,Masters,2017,0.0,1,24,0,0,2,0
1827,Bachelors,2014,0.5,3,28,1,0,0,0
1828,Masters,2013,0.0,3,28,1,0,1,0
1830,Bachelors,2017,0.5,3,28,1,0,1,0
1832,PHD,2018,1.0,3,27,1,0,5,1
1835,Masters,2017,0.5,3,25,1,0,3,0
1837,Bachelors,2017,0.0,3,24,0,0,2,0
1838,PHD,2014,0.5,3,24,1,0,2,0
1839,PHD,2017,1.0,3,24,0,0,2,0
1843,Masters,2017,0.0,2,25,0,1,3,1
1850,Bachelors,2016,0.5,3,28,0,0,2,1
1865,Masters,2017,0.0,1,26,1,0,4,0
1867,Bachelors,2013,0.5,2,26,1,1,4,0
1868,Bachelors,2018,0.5,1,26,1,1,4,0
1872,PHD,2017,0.0,3,28,1,0,3,0
1873,Bachelors,2017,0.0,2,24,0,0,2,1
1886,Masters,2015,0.5,2,28,0,0,0,0
1887,Bachelors,2017,0.5,3,26,1,1,4,0
1889,Masters,2017,0.5,3,27,1,0,5,1
1890,Bachelors,2013,1.0,1,27,0,0,5,0
1893,Bachelors,2017,0.5,3,28,1,0,2,0
1897,Bachelors,2014,0.0,3,28,1,0,1,0
1898,Bachelors,2017,0.0,2,28,0,0,2,0
1900,PHD,2014,0.0,3,25,1,0,3,0
1906,Masters,2017,0.0,2,24,1,1,2,1
1912,Bachelors,2014,1.0,2,26,0,0,4,1
1918,Bachelors,2016,0.5,3,27,0,0,5,0
1920,Bachelors,2014,0.5,2,28,0,0,1,1
1921,Bachelors,2017,1.0,2,28,0,0,2,1
1922,Bachelors,2017,0.0,2,26,0,0,4,1
1924,Bachelors,2012,1.0,3,24,0,0,2,0
1926,Bachelors,2015,0.0,3,24,1,0,2,0
1927,Bachelors,2013,0.0,3,28,0,1,2,0
1934,Bachelors,2017,1.0,3,26,1,1,4,0
1936,Bachelors,2012,1.0,3,26,1,1,4,0
1937,Masters,2017,1.0,2,27,1,0,5,0
1946,Masters,2015,1.0,3,26,0,0,4,1
1948,Bachelors,2015,0.0,2,24,0,0,2,1
1949,Masters,2015,0.0,2,27,0,0,5,1
1952,PHD,2017,0.0,3,24,1,0,2,0
1953,Masters,2015,1.0,3,27,1,0,5,1
1954,Bachelors,2015,0.0,2,28,0,0,1,1
1955,Bachelors,2014,1.0,3,28,1,0,2,1
1958,Masters,2017,0.0,1,27,1,0,5,0
1963,Bachelors,2012,1.0,3,28,0,0,1,1
1970,Masters,2012,0.0,3,27,0,0,5,0
1971,Masters,2014,0.0,3,26,1,0,4,0
1975,Bachelors,2016,0.0,3,24,1,1,2,0
1979,Masters,2017,1.0,3,28,0,0,0,1
1986,Bachelors,2017,0.5,3,27,1,1,5,0
1990,Bachelors,2015,0.0,2,29,0,0,1,1
1991,Bachelors,2012,1.0,3,29,1,0,1,0
1993,Bachelors,2015,0.5,3,28,0,0,2,1
1995,Masters,2017,0.0,3,26,0,0,4,0
1999,Bachelors,2015,0.5,3,28,0,1,2,1
2000,Bachelors,2017,0.0,3,28,0,0,1,0
2002,Bachelors,2018,0.5,3,27,1,0,5,1
2003,Bachelors,2014,1.0,3,29,1,1,2,0
2005,Bachelors,2017,0.5,3,26,0,0,4,1
2010,Bachelors,2014,0.5,3,30,1,0,2,0
2011,Masters,2017,0.0,3,29,1,0,2,1
2014,Bachelors,2016,1.0,3,30,0,0,2,1
2015,Bachelors,2012,1.0,3,26,0,0,4,1
2016,Bachelors,2014,1.0,3,29,1,0,1,0
2019,PHD,2018,0.0,2,29,0,0,1,1
2021,Masters,2015,0.5,3,30,0,0,2,0
2023,Masters,2013,0.0,2,29,0,0,2,1
2024,Bachelors,2016,1.0,3,29,1,0,2,0
2027,Masters,2017,0.5,2,30,0,0,2,0
2028,Bachelors,2015,0.5,2,30,0,1,1,1
2029,Masters,2017,0.0,2,29,0,0,2,1
2030,Bachelors,2015,1.0,3,30,1,0,2,0
2033,Bachelors,2014,1.0,3,30,1,0,2,0
2036,Bachelors,2013,0.0,3,29,0,0,1,1
2040,Masters,2015,1.0,2,27,0,1,5,1
2041,Masters,2017,0.0,2,29,0,0,2,0
2046,Bachelors,2012,1.0,3,29,1,0,1,1
2051,Bachelors,2012,1.0,2,27,0,0,5,1
2054,PHD,2016,1.0,3,29,0,0,1,0
2055,Masters,2018,1.0,3,30,0,0,2,1
2057,Masters,2017,0.0,2,30,1,0,2,0
2058,Bachelors,2012,1.0,3,30,1,0,1,0
2062,Masters,2013,0.0,3,26,0,0,4,0
2063,PHD,2015,0.0,1,29,1,0,2,0
2065,Bachelors,2016,0.5,3,30,1,0,1,0
2067,Bachelors,2014,0.5,2,29,0,0,2,1
2068,Bachelors,2016,1.0,3,30,1,0,2,0
2070,PHD,2015,0.0,2,29,0,1,1,0
2072,Bachelors,2018,1.0,3,30,1,0,2,1
2073,Masters,2017,0.5,2,29,0,0,2,0
2074,Masters,2016,1.0,3,29,0,0,2,0
2078,Bachelors,2012,0.0,3,29,1,0,1,0
2081,Bachelors,2013,0.5,2,29,0,0,1,1
2083,Bachelors,2016,1.0,3,30,1,0,1,0
2084,Bachelors,2013,0.0,3,30,0,0,1,0
2086,Masters,2017,0.5,2,29,1,0,2,0
2087,Bachelors,2016,0.0,3,29,0,0,1,0
2090,Bachelors,2015,0.0,3,28,0,1,1,0
2092,Bachelors,2016,1.0,3,27,0,1,5,0
2094,Bachelors,2014,0.0,3,30,1,0,2,1
2095,Bachelors,2015,0.5,2,30,1,0,2,1
2098,Bachelors,2014,0.0,3,30,1,0,1,0
2102,Bachelors,2015,0.0,3,30,0,0,2,0
2105,Bachelors,2014,1.0,1,30,1,1,2,1
2107,Masters,2017,0.5,2,30,1,0,2,0
2108,Bachelors,2012,1.0,3,30,1,0,2,0
2111,Bachelors,2013,1.0,3,29,0,0,1,1
2112,Bachelors,2015,0.5,3,29,0,0,2,1
2114,Masters,2016,1.0,3,29,1,0,1,0
2115,Masters,2016,0.0,3,26,0,0,4,0
2118,Masters,2015,0.0,1,27,1,1,5,1
2119,Bachelors,2012,1.0,3,28,1,0,1,1
2121,Masters,2015,0.5,2,29,0,0,2,0
2123,Bachelors,2012,0.5,2,28,1,0,2,1
2125,Masters,2017,0.5,2,29,0,0,1,0
2127,Masters,2012,0.0,1,29,0,0,1,0
2128,Bachelors,2015,1.0,3,30,0,0,2,0
2129,Masters,2017,1.0,2,26,1,1,4,1
2131,Bachelors,2013,1.0,1,30,1,0,1,0
2132,Masters,2017,0.0,3,30,1,1,2,0
2134,Bachelors,2016,1.0,3,28,1,0,2,1
2138,PHD,2013,0.0,3,27,0,1,5,0
2140,Bachelors,2013,0.0,3,29,0,0,1,0
2141,Masters,2017,0.5,3,29,1,0,2,0
2142,Bachelors,2016,0.5,3,28,1,0,2,0
2144,Bachelors,2013,1.0,3,29,1,0,1,0
2145,Bachelors,2016,0.5,3,29,1,0,2,0
2146,Masters,2016,0.0,3,26,1,0,4,0
2147,Bachelors,2015,1.0,3,30,0,0,1,1
2151,Bachelors,2016,1.0,3,29,1,0,1,0
2152,Masters,2014,0.0,3,29,1,0,1,0
2154,Bachelors,2012,1.0,1,27,0,0,5,0
2156,Bachelors,2015,0.5,1,28,0,0,2,1
2158,Bachelors,2018,0.5,2,28,0,0,2,1
2159,Bachelors,2015,0.5,3,28,0,1,1,1
2160,Bachelors,2015,0.5,3,29,1,0,2,0
2164,Bachelors,2016,1.0,3,30,1,1,1,0
2165,PHD,2015,0.0,3,28,1,0,2,1
2166,Bachelors,2014,0.5,3,29,1,0,2,0
